id,title,identifier,publisher,language,format,description,date_issued,date_modified,date_valid,audience,coverage,subject,type,license,regulatory_topics,status,date_uploaded_to_orp,has_format,is_format_of,has_version,is_version_of,references,is_referenced_by,has_part,is_part_of,is_replaced_by,replaces,related_legislation
Cn7Rj4Me,Lightning Protection,https://historicengland.org.uk/images-books/publications/lightning-protection/,Historic England,eng,HTML,"An advisory note on underside lead corrosion.

It is intended to help professionals:

to appreciate some of the issues in their assessment of lead roofs in historic buildings.
to develop proposals for renewal or repair which can reduce the likelihood of ULC whilst minimising the amount of alterations to the buildings fabric.",18/10/2014,09/04/2021,09/04/2021,"Construction companies
Owners of historic buildings",GB-ENG,"41201
41202",Guidance,https://historicengland.org.uk/images-books/photos/archive-services/search-and-licensing/archive-terms-and-conditions/,"Lead Roofs
Maintenance
Theft Protection",Active,,,,,,"https://historicengland.org.uk/images-books/publications/lightning-protection/heag182-lightning-protection/
https://historicengland.org.uk/images-books/publications/insuring-historic-buildings-and-other-heritage-assets/",,,,,,
Mj3Kq0Hl,Listed Building Consent,https://historicengland.org.uk/images-books/publications/listed-building-consent-advice-note-16/,Historic England,eng,HTML,"This guidance provides advice on the design, installation and maintenance of lightning protection systems for architects, surveyors, engineers and others involved in the care of historic buildings. Lightning protection is specialist work and requires expert design and installation.",19/10/2014,09/04/2021,09/04/2021,"Architects
Engineers
Electricians",GB-ENG,43210,Guidance,https://historicengland.org.uk/images-books/photos/archive-services/search-and-licensing/archive-terms-and-conditions/,"Lightning Protection System
Building Protection",Active,,,,,,"https://historicengland.org.uk/images-books/publications/listed-building-consent-advice-note-16/heag304-listed-building-consent/
https://historicengland.org.uk/images-books/publications/guide-for-owners-of-listed-buildings/
https://historicengland.org.uk/images-books/publications/making-changes-heritage-assets-advice-note-2/",,,,,,
Rf3Hx6Ni,Listed Buildings and Curtilage,https://historicengland.org.uk/images-books/publications/listed-buildings-and-curtilage-advice-note-10/,Historic England,eng,HTML,"This Historic England Advice Note gives both general advice for owners of listed buildings about listed building consent as an application process and on how to judge whether proposals need consent, how to achieve certainty on the need for consent and how to make informed applications.",20/10/2014,09/04/2021,09/04/2021,Owners of listed buildings,GB-ENG,,Guidance,https://historicengland.org.uk/images-books/photos/archive-services/search-and-licensing/archive-terms-and-conditions/,"Listed Building
Consent for Works",Active,,,,,,"https://historicengland.org.uk/images-books/publications/listed-buildings-and-curtilage-advice-note-10/heag125-listed-buildings-and-curtilage/
https://historicengland.org.uk/advice/planning/planning-system/",,,,,,
Na3Pj9Oa,The Maintenance and Repair of Traditional Farm Buildings,https://historicengland.org.uk/images-books/publications/maintenance-repair-trad-farm-buildings/,Historic England,eng,HTML,This advice note gives hypothetical examples to assist in that assessment. It is based on the current legislative provision in the Planning (Listed Buildings and Conservation Areas) Act 1990 (S. 1[5]) and consideration of listed buildings and curtilage in legal cases.,21/10/2014,09/04/2021,09/04/2021,Owners of listed buildings,GB-ENG,,Guidance,https://historicengland.org.uk/images-books/photos/archive-services/search-and-licensing/archive-terms-and-conditions/,"Listed Building
Consent for Works
Curtilage",Active,,,,,,"https://historicengland.org.uk/images-books/publications/maintenance-repair-trad-farm-buildings/heag157-maintenance-repair-traditional-farm-buildings/
https://historicengland.org.uk/images-books/publications/adapting-traditional-farm-buildings/
https://historicengland.org.uk/images-books/publications/adaptive-reuse-traditional-farm-buildings-advice-note-9/bf
nb4rryfy",,,,,,
Cp2Uh1Kq,Making Changes to Heritage Assets,https://historicengland.org.uk/images-books/publications/making-changes-heritage-assets-advice-note-2/,Historic England,eng,HTML,"This guidance provides practical advice to farmers, land managers and others involved with the maintenance and repair of traditional farm buildings. It also explains how work of this kind can be considered in a wider context of sustainable management to ensure these buildings have an economic value and a future.",22/10/2014,09/04/2021,09/04/2021,"Farmers
Land managers
Construction companies",GB-ENG,41201,Guidance,https://historicengland.org.uk/images-books/photos/archive-services/search-and-licensing/archive-terms-and-conditions/,"Farm Buildings
Maintenance
Repairs",Active,,,,,,https://historicengland.org.uk/images-books/publications/making-changes-heritage-assets-advice-note-2/heag023-making-changes-to-heritage-assets/,,,,,,
Rf7Uy9Ee,Nanolime,https://historicengland.org.uk/images-books/publications/nanolime-use-for-consolidating-weathered-limestone/,Historic England,eng,HTML,"This advice note illustrates the application of the policies set out in the National Planning Policy Framework in determining applications for planning permission and listed building consent, as well as other non-planning heritage consents, including scheduled monument consent.",23/10/2014,09/04/2021,09/04/2021,"Owners of heritage assets
Construction companies",GB-ENG,"41201
41202",Guidance,https://historicengland.org.uk/images-books/photos/archive-services/search-and-licensing/archive-terms-and-conditions/,"Heritage Assets
Repair
Restoration",Active,,,,,,https://historicengland.org.uk/images-books/publications/nanolime-use-for-consolidating-weathered-limestone/heag151-nanolime/,,,,,,
As5Bl6Rz,Neighbourhood Planning and the Historic Environment,https://historicengland.org.uk/images-books/publications/neighbourhood-planning-and-historic-environment-advice-note-11/,Historic England,eng,HTML,"This guidance is aimed at conservators and those specifying conservation treatments for historic stonework. It will also be of interest to conservation officers, and building owners and managers.",24/10/2014,09/04/2021,09/04/2021,"Conservationists
Local Authorities",GB-ENG,"41201
41202",Guidance,https://historicengland.org.uk/images-books/photos/archive-services/search-and-licensing/archive-terms-and-conditions/,"Limestone
Weathering
Preservation
Nanolime",Active,,,,,,"https://historicengland.org.uk/advice/planning/improve-your-neighbourhood/neighbourhood-plan-case-studies/
https://historicengland.org.uk/advice/planning/improve-your-neighbourhood/policy-writing/
https://historicengland.org.uk/advice/planning/improve-your-neighbourhood/policy-writing/
https://historicengland.org.uk/advice/planning/improve-your-neighbourhood/neighbourhood-plan-case-studies/
https://historicengland.org.uk/advice/planning/improve-your-neighbourhood/information-sources/
",,,,,,
Gf7Vv8Fm,Planning and Archaeology,https://historicengland.org.uk/images-books/publications/planning-archaeology-advice-note-17/,Historic England,eng,HTML,"This advice note is written to help neighbourhood planning groups, local planning authorities and other stakeholders to explore the role of historic places and local history in preparing a neighbourhood plan.",25/10/2014,09/04/2021,09/04/2021,Local Authorities,GB-ENG,"41201
41202
71112",Guidance,https://historicengland.org.uk/images-books/photos/archive-services/search-and-licensing/archive-terms-and-conditions/,"Planning
Historic Buildings",Active,,,,,,"https://historicengland.org.uk/images-books/publications/planning-archaeology-advice-note-17/heag314-planning-archaeology/
https://historicengland.org.uk/images-books/publications/archaeology-and-planning-case-studies/",,,,,,
Lm8Tu4Wk,Purbeck Marble,https://historicengland.org.uk/images-books/publications/purbeck-marble-conservation-repair/,Historic England,eng,HTML,"This Historic England Advice Note describes how archaeology works in the English planning system.

Its aims are to:

summarise key responsibilities (of planning authorities and applicants) to archaeology through the planning process;
support the application of relevant legislation, national planning policy and guidance;
promote the need for rigour at key stages in the process; and
enthuse about the benefits arising from this work (including making public value apparent).",26/10/2014,09/04/2021,09/04/2021,Local Authorities,GB-ENG,"41201
41202
71112",Guidance,https://historicengland.org.uk/images-books/photos/archive-services/search-and-licensing/archive-terms-and-conditions/,"Planning
Historic Buildings
Archaeology",Active,,,,,,"https://historicengland.org.uk/images-books/publications/purbeck-marble-conservation-repair/heag297-purbeck-marble/
https://historicengland.org.uk/advice/technical-advice/buildings/",,,,,,
Vq7Zo2Ja,Repointing Brick and Stone Walls,https://historicengland.org.uk/images-books/publications/repointing-brick-and-stone-walls/,Historic England,eng,HTML,"This technical advice note looks at the many complex issues that affect Purbeck Marble, the causes of decay and past interventions. It provides best practice advice for care and repair of this important stone including surveys. This guidance is intended for architects, surveyors, conservators, other conservation professionals and anyone who is interested in or responsible for the care of buildings that contain elements made of Purbeck Marble. It will aid specifiers and practitioners in making informed decisions about conserving and maintaining this type of stone.",27/10/2014,09/04/2021,09/04/2021,"Construction companies
Conservationists
Architects",GB-ENG,"41201
41202
71111",Guidance,https://historicengland.org.uk/images-books/photos/archive-services/search-and-licensing/archive-terms-and-conditions/,"Purbeck marble
Deterioration
Moisture
Conservation
Repair",Active,,,,,,"https://historicengland.org.uk/images-books/publications/repointing-brick-and-stone-walls/heag144-repointing-brick-and-stone-walls/
https://historicengland.org.uk/images-books/publications/conservation-basics-conservation/
https://historicengland.org.uk/images-books/publications/earth-brick-terracotta-conservation/
https://historicengland.org.uk/images-books/publications/stone-conservation/
https://historicengland.org.uk/images-books/publications/mortars-renders-plasters-conservation/",,,,,,
Eu2Bx6Bd,Sourcing Stone for Historic Building Repair,https://historicengland.org.uk/images-books/publications/sourcing-stone-for-historic-building-repair/,Historic England,eng,HTML,"This guidance, aimed at homeowners and non-specialist building professionals, provides a brief technical guide to the key issues and stages that need to be considered when repointing brick or stone walls of older buildings.",28/10/2014,09/04/2021,09/04/2021,"Construction companies
Homeowners",GB-ENG,"41201
41202",Guidance,https://historicengland.org.uk/images-books/photos/archive-services/search-and-licensing/archive-terms-and-conditions/,"Brick
Stone
Repointing
Deterioration",Active,,,,,,"https://historicengland.org.uk/advice/planning/mineral-extraction/
https://historicengland.org.uk/advice/technical-advice/buildings/building-materials-for-historic-buildings/identifying-and-sourcing-stone-for-repair/",,,,,,
Ex2Hb0Hy,Stopping the Rot,https://historicengland.org.uk/images-books/publications/stoppingtherot/,Historic England,eng,HTML,"This Technical Advice Note is aimed at architects, surveyors, engineers, building managers, contractors, conservation officers and owners who need to obtain matching stone for repairing a historic building or monument.",29/10/2014,09/04/2021,09/04/2021,"Construction companies
Architects
Bulding owners",GB-ENG,"41201
41202
71111",Guidance,https://historicengland.org.uk/images-books/photos/archive-services/search-and-licensing/archive-terms-and-conditions/,"Stone Matching
Building Repair
Stone characteristics",Active,,,,,,"https://historicengland.org.uk/images-books/publications/stoppingtherot/heag046b-stopping-the-rot/
https://historicengland.org.uk/images-books/publications/stoppingtherot/heag046a-stopping-the-rot-summary/",,,,,,
Mo3Fz5Wn,"Traditional Windows: their care, repair and upgrading",https://historicengland.org.uk/images-books/publications/traditional-windows-care-repair-upgrading/,Historic England,eng,HTML,"This guidance provides step-by-step advice on the use of the main procedures and includes case studies and a selection of specimen letters, notices, schedules and agreements. Samples of these are available to download at the bottom of this page for local authorities wishing to edit them for their own use.",30/10/2014,09/04/2021,09/04/2021,Local Authorities,GB-ENG,"41201
41202
71111",Guidance,https://historicengland.org.uk/images-books/photos/archive-services/search-and-licensing/archive-terms-and-conditions/,"Rot
Dryrot
Deterioration
Repair",Active,,,,,,"https://historicengland.org.uk/images-books/publications/traditional-windows-care-repair-upgrading/heag039-traditional-windows-revfeb17/
https://historicengland.org.uk/advice/technical-advice/retrofit-and-energy-efficiency-in-historic-buildings/modifying-windows-and-doors-in-historic-buildings/modifying-historic-windows-as-part-of-retrofitting-energy-saving-measures/
https://historicengland.org.uk/advice/your-home/maintain-repair/windows/
https://historicengland.org.uk/advice/technical-advice/buildings/maintenance-and-repair-of-older-buildings/",,,,,,
Oj5Xr5Zl,Waterlogged Organic Artefacts,https://historicengland.org.uk/images-books/publications/waterlogged-organic-artefacts/,Historic England,eng,HTML,"This guidance provides step-by-step advice on the use of the main procedures and includes case studies and a selection of specimen letters, notices, schedules and agreements. Samples of these are available to download at the bottom of this page for local authorities wishing to edit them for their own use.",31/10/2014,09/04/2021,09/04/2021,Local Authorities,GB-ENG,"41201
41202
71111",Guidance,https://historicengland.org.uk/images-books/photos/archive-services/search-and-licensing/archive-terms-and-conditions/,"Rot
Dryrot
Deterioration
Repair",Active,,,,,,"https://historicengland.org.uk/images-books/publications/waterlogged-organic-artefacts/heag260-waterlogged-organic-artefacts/
https://historicengland.org.uk/images-books/publications/x-radiography-of-archaeological-metalwork/
https://historicengland.org.uk/images-books/publications/waterlogged-wood/
https://historicengland.org.uk/images-books/publications/environmental-archaeology-2nd/",,,,,,
Iq4Mz5Wz,Waterlogged Wood,https://historicengland.org.uk/images-books/publications/waterlogged-wood/,Historic England,eng,HTML,"This guidance on traditional windows covers both timber and metal windows and is aimed at building professionals and property owners. Historic windows are often of considerable importance to the significance of listed buildings. They can contribute to significance through their design, materials and workmanship.",01/11/2014,09/04/2021,09/04/2021,"Construction companies
Listed property owners",GB-ENG,"41202
41201",Guidance,https://historicengland.org.uk/images-books/photos/archive-services/search-and-licensing/archive-terms-and-conditions/,"Windows
Timber
Metal
Listed Building Consent",Active,,,,,,"https://historicengland.org.uk/images-books/publications/waterlogged-wood/waterlogged-wood/
https://historicengland.org.uk/images-books/publications/piling-and-archaeology/
https://historicengland.org.uk/images-books/publications/environmental-archaeology-2nd/
https://historicengland.org.uk/images-books/publications/waterlogged-organic-artefacts/",,,,,,
Li2Lz2Sz,Energy Efficiency and Historic Buildings: Energy Performance Certificates (EPCs) Case Studies,https://historicengland.org.uk/images-books/publications/eehb-epcs-case-studies/,Historic England,eng,HTML,"Waterlogged sites are usually more complex and costly to investigate than dry sites, a fact that can often put pressure on archaeological curators, contractors and consultants. It is hoped that these guidelines will help archaeologists make the best possible decisions in the face of such pressures.",02/11/2014,09/04/2021,09/04/2021,"Construction companies
Archaeologists",GB-ENG,"41202
41202",Guidance,https://historicengland.org.uk/images-books/photos/archive-services/search-and-licensing/archive-terms-and-conditions/,"Waterloggd
Wood
Preservation
Curation",Active,,,,,,"https://historicengland.org.uk/images-books/publications/eehb-epcs-case-studies/heag0307-epcs-case-studies/
https://historicengland.org.uk/services-skills/training-skills/training/webinars/recordings/previous-webinar-on-energy-performance-achieving-an-epc-b-rating/
https://historicengland.org.uk/advice/technical-advice/retrofit-and-energy-efficiency-in-historic-buildings/",,,,,,
Vf8Ns4Wq,CA 185 - Vehicle speed measurement,https://www.standardsforhighways.co.uk/search/8995b012-dac8-4ee3-a8a8-03da2e5c2ae4,National Highways ,eng,HTML,"This document contains the requirements for the measurement of vehicle speeds and for
determining 85th percentile speeds on existing all-purpose trunk roads.",03/11/2014,09/04/2021,09/04/2021,Highways Construction Companies,GB-ENG,42110,Standards,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Speed measurement,Active,,,,,,"https://www.standardsforhighways.co.uk/search/8995b012-dac8-4ee3-a8a8-03da2e5c2ae4
https://www.standardsforhighways.co.uk/search/35ffccf6-d42b-42e7-bba2-db73e5b0e83b",,,,,,
Iv4Uv9Ts,CD 109 - Highway link design,https://www.standardsforhighways.co.uk/search/c27c55b7-2dfc-4597-923a-4d1b4bd6c9fa,National Highways ,eng,HTML,"This document provides requirements and advice for all aspects of highway link design to be
used for both new and improved all-purpose and motorway trunk roads including connector
roads.",04/11/2014,09/04/2021,09/04/2021,Highways Construction Companies,GB-ENG,42110,Standards,www.nationalarchives.gov.uk/doc/open-government-licence/,"Highway link
Road design",Active,,,,,,https://www.standardsforhighways.co.uk/search/c27c55b7-2dfc-4597-923a-4d1b4bd6c9fa,,,,,,
Bq1Xp0Nm,CD 116 - Geometric design of roundabouts,https://www.standardsforhighways.co.uk/search/html/7b5ea157-9b3e-4774-9781-7d1656e83338?standard=DMRB,National Highways ,eng,HTML,This document provides requirements for the geometric design of roundabouts.,05/11/2014,09/04/2021,09/04/2021,Highways Construction Companies,GB-ENG,42110,Standards,https://www.nationalarchives.gov.uk/doc/open-government-licence/,"Roundabouts
Geometric design",Active,,,,,,https://www.standardsforhighways.co.uk/search/7b5ea157-9b3e-4774-9781-7d1656e83338,,,,,,
Lm0Fj4Bg,CD 122 - Geometric design of grade separated junctions,https://www.standardsforhighways.co.uk/search/3ab9ef31-9880-4e8e-a7eb-f3d218e74ffd,National Highways ,eng,HTML,This document provides requirements for the geometric design of grade separated junctions.,06/11/2014,09/04/2021,09/04/2021,Highways Construction Companies,GB-ENG,42110,Standards,https://www.nationalarchives.gov.uk/doc/open-government-licence/,"Grade sepearted junctions
Design requirements",Active,,,,,,https://www.standardsforhighways.co.uk/search/3ab9ef31-9880-4e8e-a7eb-f3d218e74ffd,,,,,,legislation.gov.uk.
Yz3Il3Fc,CD 123 - Geometric design of at-grade priority and signal-controlled junctions,https://www.standardsforhighways.co.uk/search/html/962a81c1-abda-4424-96c9-fe4c2287308c?standard=DMRB,National Highways ,eng,HTML,This document provides requirements for the geometric design of at-grade priority and signal-controlled junctions.,07/11/2014,09/04/2021,09/04/2021,Highways Construction Companies,GB-ENG,42110,Standards,https://www.nationalarchives.gov.uk/doc/open-government-licence/,"Priority junctions
Signal-controlled junctions
Design requirements",Active,,,,,,https://www.standardsforhighways.co.uk/search/962a81c1-abda-4424-96c9-fe4c2287308c,,,,,,
Oo9Qo5Bq,CD 127 - Cross-sections and headrooms,https://www.standardsforhighways.co.uk/search/10442706-b592-42c8-85f8-2a0c779a8e37,National Highways ,eng,HTML,"This document provides requirements for the highway cross-sections and headroom at
structures for motorway and all-purpose trunk roads.",08/11/2014,09/04/2021,09/04/2021,Highways Construction Companies,GB-ENG,42110,Standards,https://www.nationalarchives.gov.uk/doc/open-government-licence/,"Highway cross-sections
Headroom
Trunk roads
Design requirements",Active,,,,,,https://www.standardsforhighways.co.uk/search/10442706-b592-42c8-85f8-2a0c779a8e37,,,,,,legislation.gov.uk.
Tc0Fw5Es,"CD 143 - Designing for walking, cycling and horse-riding",https://www.standardsforhighways.co.uk/search/9b379a8b-b2e3-4ad3-8a93-ee4ea9c03f12,National Highways ,eng,HTML,"This document provides requirements and advice for the design of walking, cycling and
horse-riding facilities on and/or adjacent to the motorway and all-purpose trunk road network.
 ",09/11/2014,09/04/2021,09/04/2021,Highways Construction Companies,GB-ENG,42110,Standards,https://www.nationalarchives.gov.uk/doc/open-government-licence/,"Walking
Cycling
Horse -Riding
Facility provision
Motorways
Trunk-roads",Active,,,,,,https://www.standardsforhighways.co.uk/search/9b379a8b-b2e3-4ad3-8a93-ee4ea9c03f12,,,,,,
Nn5Zh2Yy,CD 146 - Positioning of signalling and advance direction signs,https://www.standardsforhighways.co.uk/search/html/a9a33412-d92f-4ff7-87ab-daee606fa10c?standard=DMRB,National Highways ,eng,HTML,This document provides the positioning requirements of signalling (lane signals and variable message signs) and advance direction signs for motorways,10/11/2014,09/04/2021,09/04/2021,Highways Construction Companies,GB-ENG,42110,Standards,https://www.nationalarchives.gov.uk/doc/open-government-licence/,"Position of signalling
Lane signalling
Variable message signs
Advance direction signs",Active,,,,,,https://www.standardsforhighways.co.uk/search/a9a33412-d92f-4ff7-87ab-daee606fa10c,,,,,,
Ep6Kq6Ie,"CD 169 - The design of lay-bys, maintenance hardstandings, rest areas, service areas and observation platforms",https://www.standardsforhighways.co.uk/search/d0c173e3-7a75-4bce-b535-1c11d3b90b61,National Highways ,eng,HTML,"This document gives the requirements and provides advice for the location and layout of lay-bys
(including parking lay-bys, bus lay-bys and emergency lay-bys), maintenance hardstandings,
rest areas, service areas and observation platforms.
",11/11/2014,09/04/2021,09/04/2021,Highways Construction Companies,GB-ENG,42110,Standards,https://www.nationalarchives.gov.uk/doc/open-government-licence/,"Lay-bys
Rest areas
Trunk road service areas
observation platforms",Active,,,,,,https://www.standardsforhighways.co.uk/search/d0c173e3-7a75-4bce-b535-1c11d3b90b61,,,,,,
Ls1As3Nj,CD 192 - The design of crossovers and changeovers,https://www.standardsforhighways.co.uk/search/2a0b909d-d8e8-4178-a473-74b35f2b30a0,National Highways ,eng,HTML,This document contains the requirements for the design of crossovers and changeovers,12/11/2014,09/04/2021,09/04/2021,Highways Construction Companies,GB-ENG,42110,Standards,https://www.nationalarchives.gov.uk/doc/open-government-licence/,"Crossovers
Geometric design
Changeovers",Active,,,,,,https://www.standardsforhighways.co.uk/search/2a0b909d-d8e8-4178-a473-74b35f2b30a0,,,,,,legislation.gov.uk.
Db0Fp2Kt,CD 193 - Driver location signs,https://www.standardsforhighways.co.uk/search/3a8e4a48-56f9-4165-845e-aab8b566c17d,National Highways ,eng,HTML,"This document contains the requirements for the design and implementation of driver location
signs (DLS) for motorways and all-purpose trunk roads.",13/11/2014,09/04/2021,09/04/2021,Highways Construction Companies,GB-ENG,42110,Standards,https://www.nationalarchives.gov.uk/doc/open-government-licence/,Driver location signs,Active,,,,,,https://www.standardsforhighways.co.uk/search/3a8e4a48-56f9-4165-845e-aab8b566c17d,,,,,,legislation.gov.uk.
Ud2Hk3Zp,CD 195 - Designing for cycle traffic,https://www.standardsforhighways.co.uk/search/4b59ebc3-065b-467f-8b43-09d2802f91c8,National Highways ,eng,HTML,"This document contains the requirements for cycle traffic on the trunk road and motorway
network.",14/11/2014,09/04/2021,09/04/2021,Highways Construction Companies,GB-ENG,42110,Standards,https://www.nationalarchives.gov.uk/doc/open-government-licence/,"Cyclists
Cycle traffic",Active,,,,,,https://www.standardsforhighways.co.uk/search/4b59ebc3-065b-467f-8b43-09d2802f91c8,,,,,,legislation.gov.uk.
Ps0Ln3Is,CD 224 - Traffic assessment,https://www.standardsforhighways.co.uk/search/257e5888-2bfd-492d-92d4-ecf7d40428b0,National Highways ,eng,HTML,"This document sets out the method for calculating traffic loading for the design of road
pavements.",15/11/2014,09/04/2021,09/04/2021,Highways Construction Companies,GB-ENG,42110,Standards,https://www.nationalarchives.gov.uk/doc/open-government-licence/,"Calculation of design traffic
Growth factor
Wear factor",Active,,,,,,https://www.standardsforhighways.co.uk/search/257e5888-2bfd-492d-92d4-ecf7d40428b0,,,,,,
Xu6Yo3Dc,CD 225 - Design for new pavement foundations,https://www.standardsforhighways.co.uk/search/0d63993a-89f1-4312-bd71-d3b019a32810,National Highways ,eng,HTML,"This document sets out the design procedure for pavement foundations in terms of the ability of
the foundation to resist loads applied both during construction and the service life of the
pavement.",16/11/2014,09/04/2021,09/04/2021,Highways Construction Companies,GB-ENG,42110,Standards,https://www.nationalarchives.gov.uk/doc/open-government-licence/,"Road drainage layers
Road foundation design
Load resistance",Active,,,,,,https://www.standardsforhighways.co.uk/search/0d63993a-89f1-4312-bd71-d3b019a32810,,,,,,
Dq5Fy0Nz,CD 226 - Design for new pavement construction,https://www.standardsforhighways.co.uk/search/9654b4de-efa7-4843-8598-295019387077,National Highways ,eng,HTML,"This document gives the requirements for the design of pavement construction for new build
carriageways, widening of existing carriageways, or reconstruction of existing pavements on the
UK motorway and all-purpose trunk road network.",17/11/2014,09/04/2021,09/04/2021,Highways Construction Companies,GB-ENG,42110,Standards,https://www.nationalarchives.gov.uk/doc/open-government-licence/,"Pavement design
Pavement upgrade
Cold recycled base materials
Alternative design procedures",Active,,,,,,https://www.standardsforhighways.co.uk/search/9654b4de-efa7-4843-8598-295019387077,,,,,,
Xh7Ts7Wj,CD 227 - Design for pavement maintenance,https://www.standardsforhighways.co.uk/search/0ff37fc4-9db6-495a-9460-843a55c0fc0c,National Highways ,eng,HTML,"This document describes the requirements to determine the need for maintenance and to design
pavement renewals maintenance treatments on the UK motorway and all-purpose trunk roads.",18/11/2014,09/04/2021,09/04/2021,Highways Construction Companies,GB-ENG,42110,Standards,https://www.nationalarchives.gov.uk/doc/open-government-licence/,"Investigation plan
Origin of defects
Maintenance
Pavement deterioration
Retexturing
Flexible pavements
Rigid pavements",Active,,,,,,https://www.standardsforhighways.co.uk/search/0ff37fc4-9db6-495a-9460-843a55c0fc0c,,,,,,
Ay0Ni4Kk,CD 236 - Surface course materials for construction,https://www.standardsforhighways.co.uk/search/html/815f3a3c-efe5-4555-9003-9ee38c2d080b?standard=DMRB,National Highways ,eng,HTML,This document provides requirements for pavement surfacing for both flexible and rigid pavements,19/11/2014,09/04/2021,09/04/2021,Highways Construction Companies,GB-ENG,42110,Standards,https://www.nationalarchives.gov.uk/doc/open-government-licence/,"Aggregate selection
Surface course material",Active,,,,,,https://www.standardsforhighways.co.uk/search/815f3a3c-efe5-4555-9003-9ee38c2d080b,,,,,,
Ql8Jd5Wz,CD 239 - Footway and cycleway pavement design,https://www.standardsforhighways.co.uk/search/313250ad-268f-45fd-9446-aae6ad8c4e54,National Highways ,eng,HTML,This document provides requirements for pavement surfacing for both flexible and rigid pavements,20/11/2014,09/04/2021,09/04/2021,Highways Construction Companies,GB-ENG,42110,Standards,https://www.nationalarchives.gov.uk/doc/open-government-licence/,"Pavement design
Cycleway design
Geometry
Drainage",Active,,,,,,https://www.standardsforhighways.co.uk/search/313250ad-268f-45fd-9446-aae6ad8c4e54,,,,,,
Gb9Me7Op,CD 350 - The design of highway structures,https://www.standardsforhighways.co.uk/search/19858eae-6dd2-4669-90a7-38aa8c85a1dd,National Highways ,eng,HTML,"This document contains requirements, advice and guidance of the Overseeing Organisation for the design of highway structures.",21/11/2014,09/04/2021,09/04/2021,Highways Construction Companies,GB-ENG,42110,Standards,https://www.nationalarchives.gov.uk/doc/open-government-licence/,"Design requirmeents
Durability
Reporting requirements",Active,,,,,,https://www.standardsforhighways.co.uk/search/19858eae-6dd2-4669-90a7-38aa8c85a1dd,,,,,,
Xk2Qj0Oo,CD 351 - The design and appearance of highway structures,https://www.standardsforhighways.co.uk/search/1ae4cbff-c144-4930-a223-e76d17253e26,National Highways ,eng,HTML,"This document provides requirements and guidance which aim to improve the aesthetic
outcomes of schemes that include bridges and other highway structures.",22/11/2014,09/04/2021,09/04/2021,Highways Construction Companies,GB-ENG,42110,Standards,https://www.nationalarchives.gov.uk/doc/open-government-licence/,"Aesthetic appraisal
Bridges
Aesthetics Stakeholders",Active,,,,,,https://www.standardsforhighways.co.uk/search/1ae4cbff-c144-4930-a223-e76d17253e26,,,,,,
Aj7Kn3Zr,CD 352 - Design of road tunnels,https://www.standardsforhighways.co.uk/search/987a669b-13a1-40b9-94da-1ea4e4604fdd,National Highways ,eng,HTML,"This document describes the procedures necessary for the design and refurbishment of all
tunnels on the motorway and all-purpose trunk road network.",23/11/2014,09/04/2021,09/04/2021,Highways Construction Companies,GB-ENG,42110,Standards,https://www.nationalarchives.gov.uk/doc/open-government-licence/,"Planning
Safety
General Design
Road Tunnel Safety
Geometric design
Ventilation requirements
Lighting design
Drainage system
Fire engineering
Traffic control
Power supply
Plant monitoring",Active,,,,,,https://www.standardsforhighways.co.uk/search/987a669b-13a1-40b9-94da-1ea4e4604fdd,,,,,,
Eg5Mh8Rc,CD 353 - Design criteria for footbridges,https://www.standardsforhighways.co.uk/search/7be571c3-bcd5-414c-b608-48aa19f7f4a1,National Highways ,eng,HTML,This document contains the requirements for the design criteria for footbridges.,24/11/2014,09/04/2021,09/04/2021,Highways Construction Companies,GB-ENG,42110,Standards,https://www.nationalarchives.gov.uk/doc/open-government-licence/,"Design standards
Dimensional standards
Parapets
Enclosed footbridges
Drainage
Walkway surface",Active,,,,,,https://www.standardsforhighways.co.uk/search/7be571c3-bcd5-414c-b608-48aa19f7f4a1,,,,,,
Kz5Jg7Uo,CD 354 - Design of minor structures,https://www.standardsforhighways.co.uk/search/a305f35f-2ec3-4e68-b4ca-e252af061249,National Highways ,eng,HTML,"This document covers the design of minor highway structures including lighting columns,
cantilever masts for traffic signals and/or speed cameras, CCTV masts, and fixed vertical road
traffic signs. It incorporates the provisions of BS EN 40, BS EN 12899 and supersedes BD 94/17.",25/11/2014,09/04/2021,09/04/2021,Highways Construction Companies,GB-ENG,42110,Standards,https://www.nationalarchives.gov.uk/doc/open-government-licence/,"Dimensional limitations
Design criteria
Use of British Standards
Lighting columns
Flange plates
Steel structures",Not active,,,,,,https://www.standardsforhighways.co.uk/search/d3263218-52b9-48ae-b5a9-2250f17ed613,,,,,,
Po7Is8Jn,CD 355 - Application of whole-life costs for design and maintenance of highway structures,https://www.standardsforhighways.co.uk/search/fc593d16-caf3-41b1-9950-ae8cc974f577,National Highways ,eng,HTML,"This document covers the application of the whole life costs analysis at the design development
stage of new structures and the design of maintenance interventions.",26/11/2014,09/04/2021,09/04/2021,Highways Construction Companies,GB-ENG,42110,Standards,https://www.nationalarchives.gov.uk/doc/open-government-licence/,"Evaluation procedure
Traffic delay costs
Life-cycle plan",Active,,,,,,https://www.standardsforhighways.co.uk/search/fc593d16-caf3-41b1-9950-ae8cc974f577,,,,,,
